model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:gpu,cuda,0.0007272046059370041,11.8,,
ols,1000,32,pystatistics:gpu,cuda,0.0015294095501303673,12.1,,
ols,1000,128,pystatistics:gpu,cuda,0.0036080963909626007,13.3,,
ols,10000,8,pystatistics:gpu,cuda,0.0008397744968533516,20.5,,
ols,10000,32,pystatistics:gpu,cuda,0.001468149945139885,25.1,,
ols,10000,128,pystatistics:gpu,cuda,0.005030467174947262,40.9,,
ols,100000,8,pystatistics:gpu,cuda,0.0022818557918071747,126.7,,
ols,100000,32,pystatistics:gpu,cuda,0.004324542358517647,164.5,,
ols,100000,128,pystatistics:gpu,cuda,0.018502560444176197,319.0,,
ols,500000,8,pystatistics:gpu,cuda,0.010357432998716831,595.1,,
ols,500000,32,pystatistics:gpu,cuda,0.02219939697533846,787.3,,
ols,500000,128,pystatistics:gpu,cuda,0.07932615745812654,1555.2,,
glm_binomial,1000,8,pystatistics:gpu,cuda,0.0021218257024884224,11.8,5,
glm_binomial,1000,32,pystatistics:gpu,cuda,0.003785916604101658,12.1,5,
glm_binomial,1000,128,pystatistics:gpu,cuda,0.010057744570076466,13.3,14,
glm_binomial,10000,8,pystatistics:gpu,cuda,0.003064480610191822,20.9,4,
glm_binomial,10000,32,pystatistics:gpu,cuda,0.006046381779015064,25.5,6,
glm_binomial,10000,128,pystatistics:gpu,cuda,0.016914420761168003,41.2,7,
glm_binomial,100000,8,pystatistics:gpu,cuda,0.021014144644141197,130.3,4,
glm_binomial,100000,32,pystatistics:gpu,cuda,0.04242298752069473,168.0,6,
glm_binomial,100000,128,pystatistics:gpu,cuda,0.1225626589730382,322.5,8,
glm_binomial,500000,8,pystatistics:gpu,cuda,0.10772434528917074,613.6,4,
glm_binomial,500000,32,pystatistics:gpu,cuda,0.2704872442409396,805.8,6,
glm_binomial,500000,128,pystatistics:gpu,cuda,0.5634993826970458,1573.3,7,
