model_key,family,dataset,formula,n,n_coef,coef_max_abs,coef_max_rel,se_max_rel,tstat_max_rel,pval_max_abs,wall_pystat_s,wall_r_s,speedup_vs_r,r2_pystat,r2_r,r2_abs_diff,deviance_pystat,deviance_r,deviance_rel_diff,n_iter
ols,gaussian,california_housing,MedHouseVal ~ MedInc + HouseAge + AveRooms + AveBedrms + Population + AveOccup + Latitude + Longitude,20640,9,8.526512829121202e-14,3.1194003317232756e-12,2.8536451774111583e-15,3.1166168388253747e-12,1.466438082076138e-12,0.0018215830205008388,0.0030000000000000027,1.6469191720809748,0.606232685199805,0.6062326851998054,4.440892098500626e-16,,,,
glm_binomial,binomial,california_housing,high_value ~ MedInc + HouseAge + AveRooms + Population,20640,5,1.5710988066075515e-11,1.5968871562491268e-11,6.194881465304371e-10,6.035192007536218e-10,1.2147346930418967e-13,0.011083790916018188,0.022999999999999993,2.075102297965637,,,,19574.587383936105,19600.622988852472,0.0013283049692438228,6
glm_poisson,poisson,california_housing,pop_count ~ MedInc + HouseAge + AveOccup,20640,4,5.329070518200751e-15,5.0578292685233854e-15,1.2912191080468563e-08,1.2912195916435574e-08,1.5660467632691438e-57,0.00736033299472183,0.019000000000000017,2.581404946437221,,,,117276.83123985073,117276.83123985077,3.722452697909039e-16,5
glm_gamma,gamma,airquality,Ozone ~ Solar.R + Temp + Wind,111,4,2.0539125955565396e-15,4.550529314381027e-15,0.006298283620308968,0.006258863522702021,0.002949994509195253,0.0007626250153407454,0.0010000000000000009,1.311260422729767,,,,25.86258425046589,25.862584250465883,2.7473771718976637e-16,7
glm_negbin,negative.binomial,quine,Days ~ Eth + Sex + Age + Lrn,146,7,1.3750300117632008e-05,0.00015806993875833845,7.615317973857637e-07,0.00015798454437788553,0.0022634790641341967,0.005037624971009791,0.0030000000000000027,0.5955187250468653,,,,167.95181292825765,167.95180040933525,7.453878060910036e-08,7
