procedure,dataset,n,n_events,wall_pystat_s,wall_r_s,speedup_vs_r
coxph_strata_efron,flchain,7874,,0.014969750307500362,0.013200000000000012,0.8817782346968309
coxph_strata_breslow,flchain,7874,,0.013641125056892633,0.01339999999999999,0.9823236678875833
km_strata,flchain,7874,,0.0024977908469736576,0.0030000000000000027,1.2010613313099556
cox_start_stop,synth_tvc,191,,0.0008660829626023769,0.001200000000000001,1.3855485580668638
cox_cluster_robust,synth_cluster,150,,0.0009551253169775009,0.001200000000000001,1.256379638011698
