procedure,dataset,n,n_events,wall_pystat_s,wall_r_s,speedup_vs_r
kaplan_meier,lung_km,228,165,0.00020220805890858173,0.0005714285714285719,2.8259436073559994
survdiff,lung_km,228,,0.0005059579852968454,0.0005714285714285719,1.1293992545513734
coxph,lung_coxph,227,164,0.002575875027105212,0.0010000000000000009,0.3882175918774322
discrete_time,lung_discrete,227,164,0.0012212919536978006,0.0011428571428571438,0.9357771820217323
