model_key,family,dataset,formula,n,n_coef,coef_max_abs,coef_max_rel,se_max_rel,tstat_max_rel,pval_max_abs,wall_pystat_s,wall_r_s,speedup_vs_r,r2_pystat,r2_r,r2_abs_diff,deviance_pystat,deviance_r,deviance_rel_diff,aic_rel,bic_rel,n_iter,theta_pystat,theta_r,theta_rel
ols,gaussian,california_housing,MedHouseVal ~ MedInc + HouseAge + AveRooms + AveBedrms + Population + AveOccup + Latitude + Longitude,20640,9,7.815970093361102e-14,6.60348335723993e-15,1.4462323632091258e-15,6.6299711513473765e-15,3.2751579226442118e-15,0.0017539169639348984,0.0030000000000000027,1.710457257491556,0.6062326851998041,0.6062326851998054,1.3322676295501878e-15,,,,,,,,,
glm_binomial,binomial,california_housing,high_value ~ MedInc + HouseAge + AveRooms + Population,20640,5,1.5710099887655815e-11,1.5971751041653236e-11,6.194888864876949e-10,6.035170405855644e-10,1.2157343274449284e-13,0.011928749969229102,0.021999999999999992,1.8442837729644983,,,,19600.62298885426,19600.622988852472,9.113218469116669e-14,9.108571386525617e-14,9.09018072681992e-14,6,,,
glm_poisson,poisson,california_housing,pop_count ~ MedInc + HouseAge + AveOccup,20640,4,9.325873406851315e-15,4.248576585559644e-15,1.2912188652118126e-08,1.2912192808569443e-08,1.5660549140271076e-57,0.008132749935612082,0.019000000000000017,2.336233149970822,,,,117276.83123985073,117276.83123985077,3.722452697909039e-16,4.673717340219459e-15,4.6729955684541584e-15,5,,,
glm_gamma,gamma,airquality,Ozone ~ Solar.R + Temp + Wind,111,4,5.440092820663267e-15,1.2052753319171369e-14,0.006298283620309037,0.006258863522702625,0.002949994509192033,0.000329083064571023,0.0010000000000000009,3.0387464675629943,,,,25.862584250465897,25.862584250465883,5.494754343795327e-16,2.455583517835331e-16,2.420173589693819e-16,7,,,
glm_negbin,negative.binomial,quine,Days ~ Eth + Sex + Age + Lrn,146,7,1.375030011629974e-05,0.00015806993874569472,7.615317973857637e-07,0.00015798454436516092,0.002263479064133947,0.002140332944691181,0.0030000000000000027,1.4016510877156352,,,,167.95181292825774,167.95180040933525,7.453878111677653e-08,1.8072413515252447e-11,1.7691689582675903e-11,7,1.2748927592429504,1.2748926458110086,8.89737204243409e-08
