model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:gpu,mps,0.0035227499902248383,8.8,,
ols,1000,32,pystatistics:gpu,mps,0.003999583888798952,8.8,,
ols,1000,128,pystatistics:gpu,mps,0.004708125023171306,8.8,,
ols,10000,8,pystatistics:gpu,mps,0.0029142911080271006,11.2,,
ols,10000,32,pystatistics:gpu,mps,0.004334915895015001,44.7,,
ols,10000,128,pystatistics:gpu,mps,0.0064245827961713076,44.7,,
ols,100000,8,pystatistics:gpu,mps,0.005398042034357786,44.7,,
ols,100000,32,pystatistics:gpu,mps,0.04044595896266401,1089.1,,
ols,100000,128,pystatistics:gpu,mps,0.04880441608838737,1095.4,,
ols,500000,8,pystatistics:gpu,mps,0.04322379198856652,1095.4,,
ols,500000,32,pystatistics:gpu,mps,0.05493645905517042,1131.0,,
ols,500000,128,pystatistics:gpu,mps,0.07317033293657005,1131.0,,
glm_binomial,1000,8,pystatistics:gpu,mps,0.015502958092838526,57.3,3,
glm_binomial,1000,32,pystatistics:gpu,mps,0.01980987493880093,57.3,3,
glm_binomial,1000,128,pystatistics:gpu,mps,0.030837791971862316,57.3,3,
glm_binomial,10000,8,pystatistics:gpu,mps,0.017037791898474097,57.3,3,
glm_binomial,10000,32,pystatistics:gpu,mps,0.021324458066374063,90.8,3,
glm_binomial,10000,128,pystatistics:gpu,mps,0.028529084054753184,90.8,3,
glm_binomial,100000,8,pystatistics:gpu,mps,0.05145058291964233,90.8,3,
glm_binomial,100000,32,pystatistics:gpu,mps,0.10123674990609288,1131.0,3,
glm_binomial,100000,128,pystatistics:gpu,mps,0.1699520000256598,1131.0,3,
glm_binomial,500000,8,pystatistics:gpu,mps,0.2682608750183135,1120.5,3,
glm_binomial,500000,32,pystatistics:gpu,mps,0.3168203749228269,1082.8,3,
glm_binomial,500000,128,pystatistics:gpu,mps,0.5827491250820458,1082.8,3,
glm_poisson,1000,8,pystatistics:gpu,mps,0.03109258320182562,9.0,5,
glm_poisson,1000,32,pystatistics:gpu,mps,0.041402332950383425,9.0,5,
glm_poisson,1000,128,pystatistics:gpu,mps,0.06132212490774691,9.0,5,
glm_poisson,10000,8,pystatistics:gpu,mps,0.033279041992500424,9.0,5,
glm_poisson,10000,32,pystatistics:gpu,mps,0.03874883288517594,42.6,5,
glm_poisson,10000,128,pystatistics:gpu,mps,0.050229249987751245,42.6,5,
glm_poisson,100000,8,pystatistics:gpu,mps,0.07185854203999043,42.6,5,
glm_poisson,100000,32,pystatistics:gpu,mps,0.12719712499529123,1082.8,5,
glm_poisson,100000,128,pystatistics:gpu,mps,0.20199929201044142,1082.8,5,
glm_poisson,500000,8,pystatistics:gpu,mps,0.2971270000562072,1082.8,5,
glm_poisson,500000,32,pystatistics:gpu,mps,0.3437316669151187,1082.8,5,
glm_poisson,500000,128,pystatistics:gpu,mps,0.6634705411270261,1082.8,5,
glm_gamma,1000,8,pystatistics:gpu,mps,0.02790425019338727,9.0,5,
glm_gamma,1000,32,pystatistics:gpu,mps,0.03859716700389981,9.0,5,
glm_gamma,1000,128,pystatistics:gpu,mps,0.1124579580500722,9.0,11,
glm_gamma,10000,8,pystatistics:gpu,mps,0.02830341598019004,9.0,5,
glm_gamma,10000,32,pystatistics:gpu,mps,0.030361291952431202,42.6,5,
glm_gamma,10000,128,pystatistics:gpu,mps,0.041148374788463116,42.6,5,
glm_gamma,100000,8,pystatistics:gpu,mps,0.06102620786987245,42.6,5,
glm_gamma,100000,32,pystatistics:gpu,mps,0.11523033282719553,1082.8,5,
glm_gamma,100000,128,pystatistics:gpu,mps,0.19601412513293326,1082.8,5,
glm_gamma,500000,8,pystatistics:gpu,mps,0.29389491700567305,1082.8,5,
glm_gamma,500000,32,pystatistics:gpu,mps,0.34687195788137615,1082.8,5,
glm_gamma,500000,128,pystatistics:gpu,mps,0.6288109999150038,1082.8,5,
