v,backend,solve_ms,blocked_ms
25,mps,2224.4013084098697,11.331633199006319
50,mps,5332.113358401693,31.87094999011606
100,mps,9749.757258407772,118.7677833950147
25,cuda,1.519494317471981,3.700735792517662
50,cuda,6.379539333283901,11.070925556123257
100,cuda,27.43490505963564,37.66661714762449
