model_key,n,p,lam,plain_status,plain_rel_vs_cpu,ridge_status,ridge_rel_vs_cpu_ridge,fp64_status,fp64_rel_vs_cpu
glm_poisson,100000,64,100.0,converged,2.9579330697764586e-07,converged,3.065946161557826e-05,unsupported,
glm_poisson,200000,128,100.0,raised,,converged,0.004393088938533216,unsupported,
glm_poisson,500000,128,100.0,raised,,converged,0.0031178380421401806,unsupported,
glm_gamma,100000,64,100.0,converged,3.411528241839025e-07,converged,6.323466082021026e-06,unsupported,
glm_gamma,200000,128,100.0,raised,,converged,0.0037838164673944306,unsupported,
glm_gamma,500000,128,100.0,raised,,converged,0.013280351596326007,unsupported,
