model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:cpu,cpu,0.00012591853737831116,,,
ols,1000,32,pystatistics:cpu,cpu,0.00039439741522073746,0.3,,
ols,1000,128,pystatistics:cpu,cpu,0.002519381232559681,0.9,,
ols,10000,8,pystatistics:cpu,cpu,0.0013037798926234245,,,
ols,10000,32,pystatistics:cpu,cpu,0.004479496739804745,1.8,,
ols,10000,128,pystatistics:cpu,cpu,0.020494937896728516,0.7,,
ols,100000,8,pystatistics:cpu,cpu,0.008025359362363815,,,
ols,100000,32,pystatistics:cpu,cpu,0.04061266779899597,,,
ols,100000,128,pystatistics:cpu,cpu,0.3118569627404213,12.8,,
ols,500000,8,pystatistics:cpu,cpu,0.04329397901892662,,,
ols,500000,32,pystatistics:cpu,cpu,0.34296433348208666,7.9,,
ols,500000,128,pystatistics:cpu,cpu,2.092526656575501,0.0,,
glm_binomial,1000,8,pystatistics:cpu,cpu,0.0006683552637696266,,4,
glm_binomial,1000,32,pystatistics:cpu,cpu,0.0018524564802646637,,4,
glm_binomial,1000,128,pystatistics:cpu,cpu,0.00859861634671688,,4,
glm_binomial,10000,8,pystatistics:cpu,cpu,0.003661762923002243,,4,
glm_binomial,10000,32,pystatistics:cpu,cpu,0.014187125489115715,,4,
glm_binomial,10000,128,pystatistics:cpu,cpu,0.081900873221457,,4,
glm_binomial,100000,8,pystatistics:cpu,cpu,0.03943204879760742,,4,
glm_binomial,100000,32,pystatistics:cpu,cpu,0.18138787616044283,,4,
glm_binomial,100000,128,pystatistics:cpu,cpu,1.3241346403956413,,4,
glm_binomial,500000,8,pystatistics:cpu,cpu,0.26524121779948473,,4,
glm_binomial,500000,32,pystatistics:cpu,cpu,1.5226479610428214,,4,
glm_binomial,500000,128,pystatistics:cpu,cpu,8.731615350581706,24.0,4,
glm_poisson,1000,8,pystatistics:cpu,cpu,0.0006673457100987434,,5,
glm_poisson,1000,32,pystatistics:cpu,cpu,0.0021526748314499855,,5,
glm_poisson,1000,128,pystatistics:cpu,cpu,0.01057905238121748,,5,
glm_poisson,10000,8,pystatistics:cpu,cpu,0.0038138721138238907,,5,
glm_poisson,10000,32,pystatistics:cpu,cpu,0.01683621760457754,,5,
glm_poisson,10000,128,pystatistics:cpu,cpu,0.1051729079335928,,5,
glm_poisson,100000,8,pystatistics:cpu,cpu,0.042725116945803165,,5,
glm_poisson,100000,32,pystatistics:cpu,cpu,0.22172388341277838,,5,
glm_poisson,100000,128,pystatistics:cpu,cpu,1.6543539008125663,,5,
glm_poisson,500000,8,pystatistics:cpu,cpu,0.293217483907938,,5,
glm_poisson,500000,32,pystatistics:cpu,cpu,1.8716558823361993,,5,
glm_poisson,500000,128,pystatistics:cpu,cpu,10.762575347907841,,5,
glm_gamma,1000,8,pystatistics:cpu,cpu,0.0007239952683448792,,6,
glm_gamma,1000,32,pystatistics:cpu,cpu,0.002909778617322445,,7,
glm_gamma,1000,128,pystatistics:cpu,cpu,0.029269778169691563,,14,
glm_gamma,10000,8,pystatistics:cpu,cpu,0.0035062143579125404,,5,
glm_gamma,10000,32,pystatistics:cpu,cpu,0.016529129818081856,,5,
glm_gamma,10000,128,pystatistics:cpu,cpu,0.12140673026442528,,6,
glm_gamma,100000,8,pystatistics:cpu,cpu,0.03704487159848213,,5,
glm_gamma,100000,32,pystatistics:cpu,cpu,0.2139832591637969,,5,
glm_gamma,100000,128,pystatistics:cpu,cpu,1.6375754624605179,,5,
glm_gamma,500000,8,pystatistics:cpu,cpu,0.2719169817864895,,5,
glm_gamma,500000,32,pystatistics:cpu,cpu,1.8342741206288338,,5,
glm_gamma,500000,128,pystatistics:cpu,cpu,10.708253382705152,,5,
