model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:gpu,cuda,0.000444767065346241,8.6,,
ols,1000,32,pystatistics:gpu,cuda,0.0010247519239783287,8.7,,
ols,1000,128,pystatistics:gpu,cuda,0.0032030167058110237,9.5,,
ols,10000,8,pystatistics:gpu,cuda,0.00048417598009109497,9.1,,
ols,10000,32,pystatistics:gpu,cuda,0.0011060815304517746,10.1,,
ols,10000,128,pystatistics:gpu,cuda,0.0033729663118720055,14.2,,
ols,100000,8,pystatistics:gpu,cuda,0.0009319139644503593,14.1,,
ols,100000,32,pystatistics:gpu,cuda,0.0021804552525281906,23.7,,
ols,100000,128,pystatistics:gpu,cuda,0.011846455745398998,63.1,,
ols,500000,8,pystatistics:gpu,cuda,0.004001482389867306,36.5,,
ols,500000,32,pystatistics:gpu,cuda,0.012481380254030228,84.5,,
ols,500000,128,pystatistics:gpu,cuda,0.04637377709150314,276.7,,
glm_binomial,1000,8,pystatistics:gpu,cuda,0.0013722199946641922,8.7,4,
glm_binomial,1000,32,pystatistics:gpu,cuda,0.0014304397627711296,9.0,4,
glm_binomial,1000,128,pystatistics:gpu,cuda,0.0017832973971962929,10.2,4,
glm_binomial,10000,8,pystatistics:gpu,cuda,0.0029130689799785614,9.8,4,
glm_binomial,10000,32,pystatistics:gpu,cuda,0.0032972069457173347,12.7,4,
glm_binomial,10000,128,pystatistics:gpu,cuda,0.0056631602346897125,24.4,4,
glm_binomial,100000,8,pystatistics:gpu,cuda,0.019188322126865387,21.7,4,
glm_binomial,100000,32,pystatistics:gpu,cuda,0.028302236460149288,50.5,4,
glm_binomial,100000,128,pystatistics:gpu,cuda,0.06905565410852432,166.7,4,
glm_binomial,500000,8,pystatistics:gpu,cuda,0.10970807261765003,75.0,4,
glm_binomial,500000,32,pystatistics:gpu,cuda,0.19507652893662453,219.0,4,
glm_binomial,500000,128,pystatistics:gpu,cuda,0.3455863893032074,794.8,4,
glm_poisson,1000,8,pystatistics:gpu,cuda,0.0014964891597628593,8.7,5,
glm_poisson,1000,32,pystatistics:gpu,cuda,0.0015537282451987267,9.0,5,
glm_poisson,1000,128,pystatistics:gpu,cuda,0.0019436655566096306,10.2,5,
glm_poisson,10000,8,pystatistics:gpu,cuda,0.0026386315003037453,9.8,5,
glm_poisson,10000,32,pystatistics:gpu,cuda,0.003039359115064144,12.7,5,
glm_poisson,10000,128,pystatistics:gpu,cuda,0.005400241352617741,24.4,5,
glm_poisson,100000,8,pystatistics:gpu,cuda,0.015273749828338623,21.7,5,
glm_poisson,100000,32,pystatistics:gpu,cuda,0.026248741894960403,50.5,5,
glm_poisson,100000,128,pystatistics:gpu,cuda,0.06573976762592793,166.7,5,
glm_poisson,500000,8,pystatistics:gpu,cuda,0.0799335464835167,75.0,5,
glm_poisson,500000,32,pystatistics:gpu,cuda,0.17762356624007225,219.0,5,
glm_poisson,500000,128,pystatistics:gpu,cuda,0.32809428591281176,794.8,5,
glm_gamma,1000,8,pystatistics:gpu,cuda,0.0016246484592556953,8.7,6,
glm_gamma,1000,32,pystatistics:gpu,cuda,0.0019046766683459282,9.0,7,
glm_gamma,1000,128,pystatistics:gpu,cuda,0.004212750121951103,10.2,14,
glm_gamma,10000,8,pystatistics:gpu,cuda,0.0023022042587399483,9.8,5,
glm_gamma,10000,32,pystatistics:gpu,cuda,0.0026655709370970726,12.7,5,
glm_gamma,10000,128,pystatistics:gpu,cuda,0.005403380841016769,24.4,6,
glm_gamma,100000,8,pystatistics:gpu,cuda,0.010639323852956295,21.7,5,
glm_gamma,100000,32,pystatistics:gpu,cuda,0.02021030429750681,50.5,5,
glm_gamma,100000,128,pystatistics:gpu,cuda,0.061628627590835094,166.7,5,
glm_gamma,500000,8,pystatistics:gpu,cuda,0.0593374352902174,75.0,5,
glm_gamma,500000,32,pystatistics:gpu,cuda,0.15356501936912537,219.0,5,
glm_gamma,500000,128,pystatistics:gpu,cuda,0.3057056590914726,794.8,5,
