model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
glm_poisson,500000,8,pystatistics:gpu,mps,0.20913058402948081,1131.0,5,
glm_poisson,500000,32,pystatistics:gpu,mps,0.2679580841213465,1131.0,5,
glm_poisson,500000,128,pystatistics:gpu,mps,,,,"NumericalError: GPU GLM did not produce a reliable fit: IRLS did not converge within 25 iterations in float32. This is expected for log-link families (Poisson/Gamma) at large sample sizes, where float32 Cholesky on the normal equations is unstable (especially on Apple Silicon / MPS, which has no float64).
Options:
  - Use backend='cpu' for a correct double-precision fit (slower)
  - Use a ridge-penalized fit (a different, better-conditioned estimator)
  - Pass force=True to return the float32 GPU fit anyway (fast, but may be inaccurate / unstable)"
glm_gamma,1000,8,pystatistics:gpu,mps,0.009673292050138116,51.0,6,
glm_gamma,1000,32,pystatistics:gpu,mps,0.013562374981120229,51.0,7,
glm_gamma,1000,128,pystatistics:gpu,mps,0.03660987480543554,51.0,14,
glm_gamma,10000,8,pystatistics:gpu,mps,0.012393207987770438,51.0,5,
glm_gamma,10000,32,pystatistics:gpu,mps,0.014650666154921055,80.3,5,
glm_gamma,10000,128,pystatistics:gpu,mps,0.02533900015987456,80.3,6,
glm_gamma,100000,8,pystatistics:gpu,mps,0.03705004206858575,80.3,5,
glm_gamma,100000,32,pystatistics:gpu,mps,,,,"NumericalError: GPU GLM did not produce a reliable fit: IRLS did not converge within 25 iterations in float32. This is expected for log-link families (Poisson/Gamma) at large sample sizes, where float32 Cholesky on the normal equations is unstable (especially on Apple Silicon / MPS, which has no float64).
Options:
  - Use backend='cpu' for a correct double-precision fit (slower)
  - Use a ridge-penalized fit (a different, better-conditioned estimator)
  - Pass force=True to return the float32 GPU fit anyway (fast, but may be inaccurate / unstable)"
glm_gamma,100000,128,pystatistics:gpu,mps,,,,"NumericalError: GPU GLM did not produce a reliable fit: IRLS did not converge within 25 iterations in float32. This is expected for log-link families (Poisson/Gamma) at large sample sizes, where float32 Cholesky on the normal equations is unstable (especially on Apple Silicon / MPS, which has no float64).
Options:
  - Use backend='cpu' for a correct double-precision fit (slower)
  - Use a ridge-penalized fit (a different, better-conditioned estimator)
  - Pass force=True to return the float32 GPU fit anyway (fast, but may be inaccurate / unstable)"
glm_gamma,500000,8,pystatistics:gpu,mps,0.21220691688358784,1131.0,5,
glm_gamma,500000,32,pystatistics:gpu,mps,0.3190440421458334,1131.0,7,
glm_gamma,500000,128,pystatistics:gpu,mps,,,,"NumericalError: GPU GLM did not produce a reliable fit: IRLS did not converge within 25 iterations in float32. This is expected for log-link families (Poisson/Gamma) at large sample sizes, where float32 Cholesky on the normal equations is unstable (especially on Apple Silicon / MPS, which has no float64).
Options:
  - Use backend='cpu' for a correct double-precision fit (slower)
  - Use a ridge-penalized fit (a different, better-conditioned estimator)
  - Pass force=True to return the float32 GPU fit anyway (fast, but may be inaccurate / unstable)"
