model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:cpu,cpu,0.00014116684906184673,,,
ols,1000,32,pystatistics:cpu,cpu,0.000614207936450839,,,
ols,1000,128,pystatistics:cpu,cpu,0.004744833102449775,1.3,,
ols,10000,8,pystatistics:cpu,cpu,0.001713082892820239,1.9,,
ols,10000,32,pystatistics:cpu,cpu,0.005514750024303794,6.0,,
ols,10000,128,pystatistics:cpu,cpu,0.03949858294799924,1.4,,
ols,100000,8,pystatistics:cpu,cpu,0.006502458127215505,15.3,,
ols,100000,32,pystatistics:cpu,cpu,0.035305249970406294,0.1,,
ols,100000,128,pystatistics:cpu,cpu,0.3786105830222368,0.0,,
ols,500000,8,pystatistics:cpu,cpu,0.03181766695342958,0.0,,
ols,500000,32,pystatistics:cpu,cpu,0.19566387496888638,12.1,,
ols,500000,128,pystatistics:cpu,cpu,1.8443580840248615,0.0,,
glm_binomial,1000,8,pystatistics:cpu,cpu,0.0008801252115517855,0.0,4,
glm_binomial,1000,32,pystatistics:cpu,cpu,0.0030404168646782637,0.1,4,
glm_binomial,1000,128,pystatistics:cpu,cpu,0.01910995808430016,0.0,4,
glm_binomial,10000,8,pystatistics:cpu,cpu,0.006086874986067414,,4,
glm_binomial,10000,32,pystatistics:cpu,cpu,0.022141415858641267,5.3,4,
glm_binomial,10000,128,pystatistics:cpu,cpu,0.1566365419421345,,4,
glm_binomial,100000,8,pystatistics:cpu,cpu,0.05062037496827543,28.8,4,
glm_binomial,100000,32,pystatistics:cpu,cpu,0.1734674999024719,,4,
glm_binomial,100000,128,pystatistics:cpu,cpu,1.5970044999849051,,4,
glm_binomial,500000,8,pystatistics:cpu,cpu,0.2547343329060823,40.3,4,
glm_binomial,500000,32,pystatistics:cpu,cpu,0.956521708983928,40.2,4,
glm_binomial,500000,128,pystatistics:cpu,cpu,7.7510518750641495,20.2,4,
glm_poisson,1000,8,pystatistics:cpu,cpu,0.0014207500498741865,,5,
glm_poisson,1000,32,pystatistics:cpu,cpu,0.003942250041291118,,5,
glm_poisson,1000,128,pystatistics:cpu,cpu,0.02481087506748736,0.1,5,
glm_poisson,10000,8,pystatistics:cpu,cpu,0.008140292018651962,,5,
glm_poisson,10000,32,pystatistics:cpu,cpu,0.029057458974421024,,5,
glm_poisson,10000,128,pystatistics:cpu,cpu,0.19511008402332664,,5,
glm_poisson,100000,8,pystatistics:cpu,cpu,0.05611037486232817,7.2,5,
glm_poisson,100000,32,pystatistics:cpu,cpu,0.20855595800094306,0.0,5,
glm_poisson,100000,128,pystatistics:cpu,cpu,1.9919664999470115,0.1,5,
glm_poisson,500000,8,pystatistics:cpu,cpu,0.2738385000266135,24.6,5,
glm_poisson,500000,32,pystatistics:cpu,cpu,1.1491537920664996,20.1,5,
glm_poisson,500000,128,pystatistics:cpu,cpu,9.648590417113155,,5,
glm_gamma,1000,8,pystatistics:cpu,cpu,0.0011998750269412994,,6,
glm_gamma,1000,32,pystatistics:cpu,cpu,0.005188040900975466,0.0,7,
glm_gamma,1000,128,pystatistics:cpu,cpu,0.0698262918740511,,14,
glm_gamma,10000,8,pystatistics:cpu,cpu,0.00804337509907782,,5,
glm_gamma,10000,32,pystatistics:cpu,cpu,0.030434041051194072,,5,
glm_gamma,10000,128,pystatistics:cpu,cpu,0.2234955420717597,,6,
glm_gamma,100000,8,pystatistics:cpu,cpu,0.05406329198740423,7.2,5,
glm_gamma,100000,32,pystatistics:cpu,cpu,0.19996733288280666,,5,
glm_gamma,100000,128,pystatistics:cpu,cpu,2.0307510420680046,0.0,5,
glm_gamma,500000,8,pystatistics:cpu,cpu,0.2805417908821255,28.6,5,
glm_gamma,500000,32,pystatistics:cpu,cpu,1.1652690421324223,0.0,5,
glm_gamma,500000,128,pystatistics:cpu,cpu,9.648197459056973,20.1,5,
