study,n,p,k,wall_cpu_s,wall_mps_s,mps_speedup_vs_cpu
value,5000,100,10,0.01687466586008668,0.028884958010166883,0.5842025407877401
value,100000,100,10,0.33096529077738523,0.11394316703081131,2.904652375406496
value,500000,200,10,4.361034375149757,0.4439697088673711,9.822819638473458
value,2000,5000,10,2.838752165902406,0.10060766618698835,28.216062189797057
