model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:cpu,cpu,0.00013845809735357761,,,
ols,1000,32,pystatistics:cpu,cpu,0.0005209159571677446,0.4,,
ols,1000,128,pystatistics:cpu,cpu,0.0021733748726546764,3.1,,
ols,10000,8,pystatistics:cpu,cpu,0.0008213340770453215,1.6,,
ols,10000,32,pystatistics:cpu,cpu,0.005491374991834164,8.7,,
ols,10000,128,pystatistics:cpu,cpu,0.02132583293132484,1.0,,
ols,100000,8,pystatistics:cpu,cpu,0.006901958025991917,24.1,,
ols,100000,32,pystatistics:cpu,cpu,0.04817679105326533,0.0,,
ols,100000,128,pystatistics:cpu,cpu,0.20718883303925395,0.1,,
ols,500000,8,pystatistics:cpu,cpu,0.03830412495881319,4.0,,
ols,500000,32,pystatistics:cpu,cpu,0.3038550829514861,4.0,,
ols,500000,128,pystatistics:cpu,cpu,1.2212202919181436,0.0,,
glm_binomial,1000,8,pystatistics:cpu,cpu,0.0011331660207360983,0.0,4,
glm_binomial,1000,32,pystatistics:cpu,cpu,0.0022832921240478754,0.1,4,
glm_binomial,1000,128,pystatistics:cpu,cpu,0.00843433290719986,0.0,4,
glm_binomial,10000,8,pystatistics:cpu,cpu,0.006978125078603625,,4,
glm_binomial,10000,32,pystatistics:cpu,cpu,0.026594749884679914,11.2,4,
glm_binomial,10000,128,pystatistics:cpu,cpu,0.0926633330527693,0.0,4,
glm_binomial,100000,8,pystatistics:cpu,cpu,0.05514612514525652,60.2,4,
glm_binomial,100000,32,pystatistics:cpu,cpu,0.23076320788823068,0.0,4,
glm_binomial,100000,128,pystatistics:cpu,cpu,0.888004541862756,0.1,4,
glm_binomial,500000,8,pystatistics:cpu,cpu,0.2916226671077311,8.1,4,
glm_binomial,500000,32,pystatistics:cpu,cpu,1.3953653329517692,12.1,4,
glm_binomial,500000,128,pystatistics:cpu,cpu,5.267749708145857,24.2,4,
glm_poisson,1000,8,pystatistics:cpu,cpu,0.0014056249056011438,0.1,5,
glm_poisson,1000,32,pystatistics:cpu,cpu,0.0028423331677913666,,5,
glm_poisson,1000,128,pystatistics:cpu,cpu,0.012339458102360368,0.0,5,
glm_poisson,10000,8,pystatistics:cpu,cpu,0.00854829209856689,,5,
glm_poisson,10000,32,pystatistics:cpu,cpu,0.035038541071116924,,5,
glm_poisson,10000,128,pystatistics:cpu,cpu,0.11734204203821719,0.0,5,
glm_poisson,100000,8,pystatistics:cpu,cpu,0.06075037503615022,8.0,5,
glm_poisson,100000,32,pystatistics:cpu,cpu,0.2945159999653697,,5,
glm_poisson,100000,128,pystatistics:cpu,cpu,1.0983363341074437,,5,
glm_poisson,500000,8,pystatistics:cpu,cpu,0.3139031659811735,8.0,5,
glm_poisson,500000,32,pystatistics:cpu,cpu,1.69215670786798,24.2,5,
glm_poisson,500000,128,pystatistics:cpu,cpu,6.5401325828861445,12.1,5,
glm_gamma,1000,8,pystatistics:cpu,cpu,0.0026775419246405363,0.0,6,
glm_gamma,1000,32,pystatistics:cpu,cpu,0.004167292034253478,0.0,7,
glm_gamma,1000,128,pystatistics:cpu,cpu,0.03437624988146126,0.0,14,
glm_gamma,10000,8,pystatistics:cpu,cpu,0.009475416038185358,0.0,5,
glm_gamma,10000,32,pystatistics:cpu,cpu,0.0358052090741694,,5,
glm_gamma,10000,128,pystatistics:cpu,cpu,0.13941924995742738,0.0,6,
glm_gamma,100000,8,pystatistics:cpu,cpu,0.0563235420268029,0.0,5,
glm_gamma,100000,32,pystatistics:cpu,cpu,0.27034883317537606,,5,
glm_gamma,100000,128,pystatistics:cpu,cpu,1.1060882918536663,,5,
glm_gamma,500000,8,pystatistics:cpu,cpu,0.31072562490589917,20.2,5,
glm_gamma,500000,32,pystatistics:cpu,cpu,1.6619213328231126,0.1,5,
glm_gamma,500000,128,pystatistics:cpu,cpu,6.5333497079554945,4.0,5,
