model_key,n,p,engine,device,wall_median_s,peak_mem_mb,n_iter,error
ols,1000,8,pystatistics:gpu,mps,0.004455750109627843,8.8,,
ols,1000,32,pystatistics:gpu,mps,0.0031596249900758266,8.8,,
ols,1000,128,pystatistics:gpu,mps,0.0045327499974519014,8.8,,
ols,10000,8,pystatistics:gpu,mps,0.0026762918569147587,11.2,,
ols,10000,32,pystatistics:gpu,mps,0.004224041942507029,44.7,,
ols,10000,128,pystatistics:gpu,mps,0.006062125088647008,44.7,,
ols,100000,8,pystatistics:gpu,mps,0.004772208863869309,44.7,,
ols,100000,32,pystatistics:gpu,mps,0.037175165954977274,1089.1,,
ols,100000,128,pystatistics:gpu,mps,0.04525020904839039,1095.4,,
ols,500000,8,pystatistics:gpu,mps,0.04602370806969702,1095.4,,
ols,500000,32,pystatistics:gpu,mps,0.05533733405172825,1131.0,,
ols,500000,128,pystatistics:gpu,mps,0.07289025001227856,1131.0,,
glm_binomial,1000,8,pystatistics:gpu,mps,0.007740207947790623,57.3,3,
glm_binomial,1000,32,pystatistics:gpu,mps,0.0071345840115100145,57.3,3,
glm_binomial,1000,128,pystatistics:gpu,mps,0.011024500010535121,57.3,3,
glm_binomial,10000,8,pystatistics:gpu,mps,0.01028004102408886,57.3,3,
glm_binomial,10000,32,pystatistics:gpu,mps,0.01250308402813971,90.8,3,
glm_binomial,10000,128,pystatistics:gpu,mps,0.019998500123620033,90.8,3,
glm_binomial,100000,8,pystatistics:gpu,mps,0.040442541940137744,90.8,3,
glm_binomial,100000,32,pystatistics:gpu,mps,0.09510191599838436,1131.0,3,
glm_binomial,100000,128,pystatistics:gpu,mps,0.16983358399011195,1131.0,3,
glm_binomial,500000,8,pystatistics:gpu,mps,0.2529444170650095,1131.0,3,
glm_binomial,500000,32,pystatistics:gpu,mps,0.2995943329297006,1131.0,3,
glm_binomial,500000,128,pystatistics:gpu,mps,0.7364246668294072,1128.9,4,
glm_poisson,1000,8,pystatistics:gpu,mps,0.010519708041101694,44.7,5,
glm_poisson,1000,32,pystatistics:gpu,mps,0.013166582910344005,44.7,5,
glm_poisson,1000,128,pystatistics:gpu,mps,0.017456082860007882,44.7,5,
glm_poisson,10000,8,pystatistics:gpu,mps,0.014697416918352246,44.7,5,
glm_poisson,10000,32,pystatistics:gpu,mps,0.01729183318093419,80.3,5,
glm_poisson,10000,128,pystatistics:gpu,mps,0.02892641699872911,80.3,5,
glm_poisson,100000,8,pystatistics:gpu,mps,0.05024466710165143,80.3,5,
glm_poisson,100000,32,pystatistics:gpu,mps,0.14518641610629857,1124.7,5,
glm_poisson,100000,128,pystatistics:gpu,mps,0.26974591705948114,1131.0,6,
glm_poisson,500000,8,pystatistics:gpu,mps,0.2743362910114229,1131.0,5,
glm_poisson,500000,32,pystatistics:gpu,mps,0.399393541039899,1131.0,5,
glm_poisson,500000,128,pystatistics:gpu,mps,1.0330986669287086,1118.4,6,
glm_gamma,1000,8,pystatistics:gpu,mps,0.011640750104561448,44.7,5,
glm_gamma,1000,32,pystatistics:gpu,mps,0.011556333163753152,44.7,5,
glm_gamma,1000,128,pystatistics:gpu,mps,0.03408275009132922,44.7,11,
glm_gamma,10000,8,pystatistics:gpu,mps,0.016560208052396774,44.7,5,
glm_gamma,10000,32,pystatistics:gpu,mps,0.0183056250680238,80.3,5,
glm_gamma,10000,128,pystatistics:gpu,mps,0.02802954101935029,80.3,5,
glm_gamma,100000,8,pystatistics:gpu,mps,0.04814962507225573,80.3,5,
glm_gamma,100000,32,pystatistics:gpu,mps,0.13673516712151468,1124.7,5,
glm_gamma,100000,128,pystatistics:gpu,mps,0.25355058279819787,1131.0,6,
glm_gamma,500000,8,pystatistics:gpu,mps,0.26960320794023573,1131.0,5,
glm_gamma,500000,32,pystatistics:gpu,mps,0.5080820410512388,1131.0,5,
glm_gamma,500000,128,pystatistics:gpu,mps,0.9951362079009414,1118.4,6,
