n,p,n_events,n_iter,wall_pystat_s,wall_r_s,ratio_pystat_over_r
250,3,180,4,0.0013583330437541008,0.0014000000000000013,0.9702378883957854
500,3,334,3,0.002009875141084194,0.0014000000000000013,1.4356251007744232
1000,3,672,3,0.0037577501498162746,0.002200000000000002,1.708068249916487
2000,3,1357,3,0.007460624910891056,0.0038000000000000035,1.9633223449713288
4000,3,2628,3,0.015221707988530397,0.006600000000000006,2.3063193922015732
8000,3,5445,3,0.03213537507690489,0.01259999999999999,2.5504265934051524
