model_key,n,p,lam,plain_status,plain_rel_vs_cpu,ridge_status,ridge_rel_vs_cpu_ridge,fp64_status,fp64_rel_vs_cpu
glm_poisson,100000,64,100.0,converged,2.3402515610589086e-07,converged,3.070403338713554e-05,converged,1.8083314267885832e-15
glm_poisson,200000,128,100.0,converged,1.6922889008224646e-06,converged,3.482734318838781e-05,converged,3.1285288633472167e-15
glm_poisson,500000,128,100.0,converged,1.2973053126023042e-06,converged,3.438652630738444e-05,converged,4.295647897232636e-15
glm_gamma,100000,64,100.0,converged,2.8502758100198303e-07,converged,6.4032152968400775e-06,converged,1.2226460591969183e-15
glm_gamma,200000,128,100.0,converged,1.2706304483228859e-06,converged,5.048619787679114e-06,converged,2.6686376413876895e-15
glm_gamma,500000,128,100.0,converged,9.954057690934793e-07,converged,2.876648192525521e-06,converged,4.554049199193355e-15
